pair,lagger_asset,ols_gross_pnl,ols_net_pnl,ols_trades,gross_win_rate,net_win_rate,mean_rev_exits,eod_exits,avg_price_captured,avg_fee_drag,spread_vol,mean_abs_dev,zero_crossings,half_life,kalman_q,adf_stat,adf_pval
ECLERX-TTML,TTML,11996.13,11515.24,9,0.7778,0.7778,1,8,1.1922,53.4326,0.061741,0.046602,309,1325.68,3.98e-06,-2.8669,0.049335
GRSE-STARHEALTH,GRSE,12137.4,11509.55,12,0.9167,0.9167,3,9,55.7167,52.321,0.041879,0.036411,465,526.39,4.61e-06,-4.6093,0.000124
EIHOTEL-IGIL,EIHOTEL,12073.75,11486.99,11,0.7273,0.7273,1,10,7.0364,53.3414,0.037108,0.02996,486,737.41,2.59e-06,-3.7964,0.002945
EIHOTEL-IOB,EIHOTEL,12006.05,11475.36,10,0.6,0.6,2,8,8.165,53.0693,0.037569,0.031892,529,747.72,2.61e-06,-3.584,0.006074
CPPLUS-GABRIEL,CPPLUS,12194.5,11466.38,14,0.7857,0.7857,2,12,32.2786,52.0089,0.043974,0.037958,439,708.33,3.78e-06,-4.006,0.001379
EIHOTEL-ICICIAMC,EIHOTEL,11932.4,11455.29,9,0.7778,0.7778,1,8,9.2056,53.0119,0.039213,0.032492,212,714.04,2.98e-06,-3.5848,0.006057
CPPLUS-NAM-INDIA,CPPLUS,12165.3,11449.64,13,0.7692,0.7692,0,13,38.1615,52.6354,0.047671,0.040363,331,889.94,3.54e-06,-3.5921,0.005914
ASIANPAINT-HEG,HEG,11760.75,11444.03,6,1.0,1.0,2,4,22.5417,52.7863,0.039003,0.031623,194,1343.94,1.57e-06,-2.9121,0.043954
RBLBANK-SAPPHIRE,SAPPHIRE,11859.91,11432.93,8,1.0,1.0,0,8,5.4538,53.3722,0.023306,0.021217,528,459.66,1.64e-06,-4.93,3e-05
DELHIVERY-OLAELEC,OLAELEC,12021.32,11427.27,11,0.8182,0.8182,2,9,0.6282,54.0049,0.031211,0.023688,311,797.34,1.69e-06,-3.901,0.002027
DIXON-GALLANTT,GALLANTT,11960.0,11421.32,10,0.7,0.7,0,10,15.525,53.8681,0.045704,0.038677,361,958.11,3.02e-06,-3.4084,0.010677
IPCALAB-RAINBOW,IPCALAB,12356.2,11413.02,18,0.8333,0.8333,4,14,21.6278,52.3988,0.027919,0.023196,506,567.58,1.9e-06,-4.4198,0.000274
AEGISLOG-BAJAJFINSV,AEGISLOG,12087.0,11402.84,13,0.8462,0.8462,3,10,12.5038,52.6273,0.037859,0.030384,382,800.22,2.48e-06,-3.8708,0.002261
ANURAS-RPOWER,ANURAS,12190.0,11400.2,15,0.8667,0.8667,2,13,21.6333,52.6532,0.024513,0.019338,455,503.69,1.65e-06,-4.5931,0.000133
360ONE-TARIL,360ONE,12080.65,11392.86,13,0.9231,0.9231,1,12,19.9077,52.9066,0.030324,0.025479,486,584.03,2.18e-06,-4.3815,0.00032
CUMMINSIND-TEJASNET,TEJASNET,11916.85,11385.28,10,0.9,0.9,0,10,10.36,53.1566,0.043491,0.04068,281,1608.92,1.63e-06,-2.7452,0.066541
AEGISLOG-ULTRACEMCO,AEGISLOG,12121.55,11384.27,14,0.7143,0.7143,5,9,11.5107,52.6627,0.033572,0.026201,463,593.68,2.63e-06,-4.4241,0.000269
SIEMENS-TEJASNET,TEJASNET,12008.7,11374.22,12,0.9167,0.8333,0,12,8.6708,52.8731,0.060713,0.046163,228,2606.25,1.96e-06,-2.158,0.221848
BHARATFORG-TRAVELFOOD,BHARATFORG,11893.3,11366.93,10,0.9,0.9,4,6,39.32,52.6366,0.043179,0.036899,220,869.45,2.97e-06,-3.6686,0.004577
AFCONS-LENSKART,AFCONS,12426.2,11363.67,20,0.85,0.85,3,17,3.9225,53.1266,0.049246,0.044905,231,966.13,3.48e-06,-3.4248,0.010143
KPRMILL-OLAELEC,OLAELEC,12003.73,11361.54,12,0.6667,0.6667,3,9,0.5417,53.5158,0.045993,0.034895,307,877.47,3.34e-06,-3.7784,0.003136
CANFINHOME-LENSKART,CANFINHOME,12203.9,11356.67,16,0.8125,0.75,3,13,13.2312,52.9519,0.02897,0.024334,328,535.08,2.17e-06,-4.6457,0.000106
IDBI-INDIGO,IDBI,11722.61,11348.07,7,1.0,1.0,2,5,3.1571,53.5053,0.089975,0.063644,195,1592.94,7.04e-06,-2.7644,0.06354
DIXON-ELECON,ELECON,11977.65,11335.69,12,0.6667,0.5833,0,12,8.9,53.4963,0.03734,0.031959,291,740.37,2.61e-06,-4.0858,0.001022
EIHOTEL-JSWENERGY,EIHOTEL,11748.3,11324.61,8,0.5,0.5,0,8,10.0687,52.9611,0.032654,0.030481,348,568.31,2.6e-06,-4.2673,0.000506
ATUL-PETRONET,ATUL,12239.5,11322.99,18,0.8889,0.8889,3,15,95.0278,50.9173,0.02513,0.020921,350,406.39,2.15e-06,-5.107,1.4e-05
AIAENG-ATUL,ATUL,12183.5,11322.57,17,0.5294,0.5294,5,12,96.6471,50.6431,0.028582,0.023708,554,340.39,3.32e-06,-5.5385,2e-06
MRPL-SRF,MRPL,11913.62,11318.22,11,0.6364,0.6364,2,9,3.9082,54.1269,0.071921,0.05539,196,1947.65,3.68e-06,-2.5676,0.099886
INDIAMART-TEGA,TEGA,12082.7,11296.57,15,0.8,0.8,1,14,27.54,52.4088,0.024511,0.020041,463,498.72,1.67e-06,-4.555,0.000156
CANFINHOME-SOBHA,CANFINHOME,12159.55,11262.72,17,0.7647,0.7647,4,13,12.6794,52.7545,0.024043,0.020146,403,424.76,1.88e-06,-4.9777,2.5e-05
EIHOTEL-WELCORP,EIHOTEL,11789.65,11258.87,10,0.9,0.9,1,9,7.745,53.0782,0.031047,0.028151,365,546.59,2.44e-06,-4.3741,0.00033
AEGISLOG-HINDUNILVR,AEGISLOG,12142.65,11248.71,17,0.6471,0.6471,3,14,9.2971,52.5845,0.036433,0.027869,359,738.3,2.49e-06,-4.0554,0.001146
IIFL-KOTAKBANK,IIFL,11885.65,11247.76,12,0.9167,0.9167,0,12,9.3583,53.1576,0.055099,0.041812,320,1023.55,4.11e-06,-3.3573,0.012504
BAJAJ-AUTO-CRAFTSMAN,CRAFTSMAN,11981.5,11241.31,15,0.6,0.6,4,11,137.5,49.3462,0.018741,0.014958,476,410.38,1.18e-06,-5.3157,5e-06
EIHOTEL-SAMMAANCAP,EIHOTEL,11704.4,11226.36,9,0.6667,0.6667,1,8,8.75,53.1155,0.048017,0.039842,204,1264.25,2.53e-06,-2.9311,0.041853
PINELABS-TMCV,PINELABS,11913.18,11222.95,13,0.7692,0.7692,3,10,3.5269,53.0945,0.068935,0.053583,239,1584.37,4.16e-06,-2.6313,0.086699
IPCALAB-KALYANKJIL,IPCALAB,12000.9,11217.92,15,0.8667,0.8667,2,13,25.5133,52.1987,0.026685,0.023551,348,494.63,1.99e-06,-4.8155,5.1e-05
HBLENGINE-PINELABS,PINELABS,11854.4,11211.73,12,0.6667,0.6667,1,11,3.5758,53.5557,0.067303,0.047984,370,1563.0,4.02e-06,-2.9901,0.035832
EIHOTEL-SONACOMS,EIHOTEL,11629.05,11206.63,8,0.625,0.625,1,7,10.3062,52.8031,0.040039,0.032069,251,840.49,2.64e-06,-3.5615,0.006541
CASTROLIND-FIRSTCRY,FIRSTCRY,11682.04,11200.18,9,0.6667,0.6667,1,8,5.6867,53.54,0.017381,0.012108,432,759.05,5.5e-07,-3.6442,0.004969
EIHOTEL-MAZDOCK,EIHOTEL,11779.6,11196.16,11,0.8182,0.8182,1,10,7.3591,53.0399,0.034138,0.028642,381,679.82,2.37e-06,-3.9527,0.00168
360ONE-HDFCBANK,360ONE,11937.0,11192.75,14,0.9286,0.9286,0,14,18.0857,53.1606,0.030129,0.024117,468,740.87,1.7e-06,-3.9774,0.001534
ATUL-TATASTEEL,ATUL,12040.5,11181.16,17,0.7647,0.7647,4,13,100.7647,50.5493,0.022673,0.018075,441,336.28,2.11e-06,-5.5208,2e-06
CDSL-GALLANTT,GALLANTT,11770.1,11180.59,11,0.4545,0.4545,2,9,13.9864,53.5915,0.031448,0.0329,293,695.17,1.97e-06,-3.9334,0.001803
BEML-VIJAYA,BEML,12090.7,11144.87,18,0.7222,0.7222,3,15,22.8111,52.546,0.0294,0.023674,439,394.99,3.03e-06,-5.2218,8e-06
ICICIBANK-PINELABS,PINELABS,11967.2,11120.73,16,0.5625,0.5625,2,14,2.8356,52.9043,0.023607,0.019527,393,847.04,9.1e-07,-3.622,0.005354
HINDCOPPER-POLYCAB,HINDCOPPER,11570.25,11096.91,9,0.6667,0.6667,1,8,16.2944,52.5929,0.072008,0.049568,307,962.31,7.46e-06,-3.7459,0.003512
EIHOTEL-SCI,EIHOTEL,11628.15,11096.03,10,0.6,0.6,1,9,7.89,53.2115,0.032823,0.031039,362,628.15,2.37e-06,-4.0575,0.001138
EXIDEIND-NAM-INDIA,NAM-INDIA,12095.4,11093.24,19,0.5789,0.5789,4,15,11.9395,52.7451,0.026595,0.022654,341,577.94,1.69e-06,-4.3242,0.000403
360ONE-AIAENG,360ONE,11940.3,11087.81,16,0.8125,0.8125,3,13,15.6312,53.2804,0.033676,0.025399,320,721.95,2.18e-06,-4.0038,0.001391
AEGISVOPAK-TATAELXSI,AEGISVOPAK,11662.45,11074.52,11,0.8182,0.8182,1,10,3.9564,53.4478,0.060613,0.047697,235,1252.67,4.06e-06,-2.9592,0.038884
BEML-ICICIGI,BEML,12115.5,11071.25,20,0.85,0.75,3,17,21.675,52.2123,0.04579,0.037521,269,1157.51,2.51e-06,-3.0906,0.027254
CPPLUS-JSWCEMENT,CPPLUS,11748.9,11067.47,13,0.6923,0.6923,1,12,36.3154,52.4175,0.059362,0.057158,189,1119.74,4.36e-06,-3.278,0.015889
EIHOTEL-SIGNATURE,EIHOTEL,11698.45,11059.77,12,0.8333,0.8333,0,12,6.2125,53.2232,0.029082,0.024652,323,482.81,2.42e-06,-4.5869,0.000137
IPCALAB-MPHASIS,IPCALAB,11942.5,11047.22,17,0.7647,0.7647,3,14,21.9882,52.6635,0.024324,0.022298,261,400.13,2.05e-06,-5.3387,5e-06
HDFCAMC-PREMIERENE,PREMIERENE,11623.35,11041.21,11,0.7273,0.7273,2,9,16.7818,52.9216,0.042641,0.031103,382,1092.16,2.31e-06,-3.2746,0.016053
DATAPATTNS-GRASIM,DATAPATTNS,11604.6,11038.28,11,0.7273,0.7273,0,11,73.1182,51.4832,0.06271,0.04824,360,1102.6,4.94e-06,-3.3966,0.011076
CPPLUS-JIOFIN,CPPLUS,11873.0,11029.26,16,0.6875,0.6875,0,16,28.7438,52.7337,0.059616,0.057299,183,1358.73,3.62e-06,-3.0605,0.029617
CPPLUS-FACT,CPPLUS,11809.7,11024.8,15,0.5333,0.5333,0,15,31.5533,52.3265,0.052991,0.054279,137,974.36,3.99e-06,-3.558,0.006616
360ONE-OBEROIRLTY,360ONE,11922.5,11017.83,17,0.6471,0.6471,4,13,14.9441,53.2157,0.035235,0.025576,406,860.12,2e-06,-3.664,0.004649
CPPLUS-NTPCGREEN,CPPLUS,12004.5,11008.41,19,0.6316,0.6316,1,18,30.3737,52.4258,0.05311,0.052876,325,998.31,3.91e-06,-3.5014,0.007952
ATHERENERG-WELCORP,ATHERENERG,11641.05,11002.91,12,0.8333,0.8333,1,11,14.4458,53.1786,0.042405,0.034637,412,687.66,3.62e-06,-4.1613,0.000766
IPCALAB-TCS,IPCALAB,11776.5,10988.63,15,0.8667,0.8,1,14,24.6867,52.5244,0.025656,0.021434,318,460.02,1.98e-06,-5.0203,2e-05
ETERNAL-JAINREC,JAINREC,11285.6,10970.02,6,1.0,1.0,0,6,19.625,52.5964,0.055282,0.041944,267,1444.04,2.93e-06,-2.9211,0.042954
CPPLUS-GAIL,CPPLUS,11593.3,10964.42,12,0.6667,0.6667,0,12,38.2667,52.4065,0.050518,0.0483,271,990.1,3.57e-06,-3.5239,0.007395
ABFRL-JPPOWER,JPPOWER,11654.86,10958.87,13,0.7692,0.7692,1,12,0.29,53.5379,0.049428,0.035896,315,883.22,3.83e-06,-3.6314,0.005188
NETWEB-RHIM,NETWEB,11683.8,10957.83,14,0.7857,0.7143,1,13,62.1071,51.8548,0.054064,0.045037,308,993.52,4.08e-06,-3.309,0.01448
EIHOTEL-NMDC,EIHOTEL,11441.9,10957.29,9,0.7778,0.7778,1,8,7.5722,53.8455,0.035187,0.030509,293,716.45,2.39e-06,-3.8624,0.002329
COFORGE-ECLERX,ECLERX,11844.0,10953.81,17,0.7059,0.6471,3,14,25.7088,52.3644,0.045761,0.0362,327,903.54,3.21e-06,-3.6059,0.00565
CUB-ULTRACEMCO,CUB,11905.42,10953.73,18,0.7778,0.7778,1,17,3.5944,52.8715,0.029964,0.02469,357,493.55,2.52e-06,-4.986,2.4e-05
3MINDIA-DATAPATTNS,DATAPATTNS,11622.4,10953.66,13,0.7692,0.7692,1,12,61.4077,51.4415,0.03183,0.029051,328,763.37,1.84e-06,-3.7316,0.00369
EIHOTEL-TEGA,EIHOTEL,11475.6,10949.87,10,0.6,0.6,2,8,8.275,52.5733,0.040377,0.031262,357,816.03,2.77e-06,-3.5085,0.007771
GRAPHITE-JSWSTEEL,GRAPHITE,11691.3,10949.3,14,0.7857,0.7857,1,13,11.6571,52.9997,0.037476,0.030442,412,522.32,3.72e-06,-4.658,0.000101
SAILIFE-TTML,SAILIFE,11454.7,10919.26,10,0.8,0.8,0,10,22.405,53.5436,0.04405,0.038304,328,916.72,2.93e-06,-3.6525,0.004833
IOC-JWL,JWL,11386.98,10909.19,9,0.8889,0.8889,2,7,7.3667,53.0873,0.052029,0.040085,318,2591.37,1.45e-06,-2.2329,0.194517
MCX-TMPV,MCX,11581.9,10900.93,13,0.7692,0.7692,2,11,44.6923,52.3821,0.048941,0.03973,365,898.24,3.69e-06,-3.7371,0.00362
CPPLUS-NUVAMA,CPPLUS,11525.1,10899.76,12,0.6667,0.5833,0,12,37.025,52.1116,0.052898,0.04821,297,1044.58,3.71e-06,-3.4681,0.008845
INFY-PINELABS,PINELABS,11473.1,10892.64,11,0.7273,0.7273,1,10,4.0927,52.769,0.039026,0.029573,284,1118.13,1.89e-06,-3.1786,0.021256
CANFINHOME-INDIAMART,CANFINHOME,11790.75,10890.78,17,0.7059,0.7059,5,12,12.1471,52.9393,0.024758,0.01983,440,371.59,2.28e-06,-5.2727,6e-06
ATUL-SCHNEIDER,SCHNEIDER,11732.0,10880.55,16,0.625,0.625,6,10,16.8031,53.2154,0.022759,0.018271,563,328.24,2.18e-06,-5.5316,2e-06
CPPLUS-TEJASNET,TEJASNET,11615.25,10864.24,14,0.5,0.5,2,12,7.6036,53.6438,0.065973,0.062216,255,1507.72,4e-06,-2.8795,0.047788
ATUL-NYKAA,ATUL,11872.5,10862.32,20,0.8,0.8,6,14,84.875,50.5088,0.019459,0.018388,370,247.04,2.12e-06,-6.3622,0.0
CHENNPETRO-GMRAIRPORT,CHENNPETRO,11497.8,10857.25,12,0.8333,0.8333,2,10,16.9625,53.379,0.044098,0.035194,392,740.85,3.64e-06,-4.4013,0.000295
CANFINHOME-SIEMENS,CANFINHOME,11808.0,10851.32,18,0.7778,0.7778,1,17,11.4167,53.1491,0.026349,0.020554,494,509.03,1.89e-06,-4.6897,8.8e-05
EIHOTEL-RBLBANK,EIHOTEL,11387.85,10849.01,10,0.6,0.5,1,9,6.63,53.8845,0.038019,0.034577,234,751.26,2.66e-06,-3.7081,0.004001
COROMANDEL-INDIGO,COROMANDEL,11885.2,10835.9,20,0.85,0.85,6,14,23.675,52.4652,0.022362,0.019608,440,385.05,1.8e-06,-5.4263,3e-06
HSCL-TMPV,HSCL,11629.45,10826.41,15,0.8,0.8,6,9,7.35,53.5363,0.053027,0.037304,372,1038.17,3.75e-06,-3.5411,0.006993
GODFRYPHLP-INTELLECT,INTELLECT,11414.7,10822.54,11,0.5455,0.5455,2,9,15.8545,53.8326,0.056669,0.042526,400,920.55,4.83e-06,-3.6025,0.005714
DLF-GRAVITA,GRAVITA,11706.8,10817.52,17,0.8235,0.8235,4,13,22.4588,52.3105,0.019465,0.016784,545,314.9,1.66e-06,-5.8253,0.0
INDUSTOWER-OLAELEC,OLAELEC,11724.53,10815.92,17,0.7647,0.7647,3,14,0.3306,53.4478,0.032622,0.027695,272,976.92,1.51e-06,-3.5846,0.006062
GRASIM-JKTYRE,JKTYRE,11551.6,10812.68,14,0.6429,0.5714,1,13,7.2821,52.7802,0.022977,0.016965,522,1024.34,7.1e-07,-3.0906,0.027258
DATAPATTNS-NESTLEIND,DATAPATTNS,11429.2,10807.73,12,0.6667,0.6667,1,11,57.6583,51.7895,0.065271,0.049562,289,1360.91,4.34e-06,-3.0374,0.031545
JWL-KARURVYSYA,JWL,11328.74,10801.74,10,0.8,0.8,1,9,7.098,52.7003,0.049184,0.039873,303,969.89,3.46e-06,-3.5136,0.007645
DEEPAKFERT-GALLANTT,GALLANTT,11170.0,10793.67,7,0.7143,0.7143,0,7,22.0643,53.7609,0.050154,0.040342,191,1211.53,2.88e-06,-2.9015,0.045169
ADANIGREEN-USHAMART,USHAMART,11405.5,10772.46,12,0.9167,0.9167,5,7,8.8958,52.7534,0.056036,0.045755,371,622.87,6.98e-06,-4.2394,0.000565
360ONE-SBICARD,360ONE,11356.0,10771.02,11,0.7273,0.7273,1,10,22.0364,53.1797,0.029894,0.023961,452,685.98,1.8e-06,-4.0991,0.000972
AIAENG-TRITURBINE,TRITURBINE,11653.2,10743.74,17,0.7059,0.7059,2,15,7.0735,53.4976,0.027982,0.021728,562,401.41,2.7e-06,-5.1895,9e-06
CRAFTSMAN-GMRAIRPORT,CRAFTSMAN,11437.5,10741.15,14,0.7857,0.7143,3,11,118.6071,49.7389,0.042556,0.037373,236,968.93,2.59e-06,-3.3269,0.013717
ABREL-OLAELEC,OLAELEC,11482.93,10731.59,14,0.6429,0.6429,2,12,0.48,53.6669,0.065507,0.05561,164,1756.09,3.39e-06,-2.4791,0.120653
NETWEB-POONAWALLA,NETWEB,11247.6,10729.95,10,0.8,0.8,2,8,87.7,51.765,0.04964,0.041407,249,803.95,4.25e-06,-3.9453,0.001726
APTUS-TEJASNET,TEJASNET,11425.6,10729.56,13,0.6154,0.6154,1,12,7.5231,53.5416,0.07762,0.056402,189,3215.05,2.6e-06,-1.8509,0.35549
GROWW-KOTAKBANK,GROWW,11306.59,10720.45,11,0.8182,0.8182,0,11,3.6245,53.2859,0.059374,0.04625,224,906.62,5.39e-06,-3.7038,0.004059
ATUL-SYRMA,SYRMA,11606.15,10707.97,17,0.5294,0.4706,1,16,11.6735,52.834,0.021367,0.018505,394,320.86,1.97e-06,-5.7208,1e-06
KAYNES-TARIL,TARIL,11401.38,10702.32,13,0.6923,0.6923,0,13,4.3954,53.7739,0.059144,0.04755,206,1712.37,2.83e-06,-2.4042,0.140567
CAPLIPOINT-EMMVEE,EMMVEE,11393.97,10695.94,13,0.6923,0.6923,1,12,3.8869,53.6947,0.045589,0.037241,123,1423.31,2.02e-06,-2.6193,0.089071
BHARTIARTL-PGEL,PGEL,11273.25,10688.12,11,0.7273,0.7273,1,10,11.2455,53.1935,0.022412,0.01806,361,1091.2,6.4e-07,-3.1909,0.020518
FIVESTAR-SUMICHEM,FIVESTAR,11590.1,10683.98,17,0.8235,0.8235,8,9,5.8912,53.301,0.051115,0.048255,244,756.19,4.79e-06,-3.7236,0.003794
ATUL-SARDAEN,ATUL,11329.5,10679.03,13,0.5385,0.5385,3,10,117.7308,50.0364,0.026735,0.023123,222,462.72,2.14e-06,-4.7747,6.1e-05
DATAPATTNS-HYUNDAI,DATAPATTNS,11241.0,10677.97,11,0.7273,0.7273,1,10,68.6364,51.1849,0.073635,0.067686,226,1610.93,4.66e-06,-2.8124,0.056518
CPPLUS-THERMAX,CPPLUS,11183.4,10662.92,10,0.7,0.7,1,9,49.05,52.0477,0.049217,0.044532,279,967.78,3.47e-06,-3.451,0.009338
SAIL-TMPV,SAIL,11557.12,10651.64,17,0.8824,0.8235,1,16,2.3559,53.2636,0.031511,0.037064,254,664.32,2.07e-06,-4.4148,0.000279
EIHOTEL-LAURUSLABS,EIHOTEL,11066.5,10644.47,8,0.625,0.625,0,8,9.7937,52.7533,0.03869,0.030451,259,813.45,2.55e-06,-3.6369,0.005094
KPRMILL-ZEEL,KPRMILL,11334.2,10643.65,13,0.7692,0.7692,1,12,16.2,53.119,0.046033,0.033639,403,910.52,3.22e-06,-3.5824,0.006107
ANGELONE-BRIGADE,BRIGADE,11385.25,10640.33,14,0.8571,0.8571,2,12,11.3643,53.2085,0.044654,0.037087,345,722.48,3.82e-06,-4.0277,0.001272
SAILIFE-SYNGENE,SAILIFE,11332.45,10638.92,13,0.8462,0.8462,2,11,17.8577,53.3486,0.036239,0.033758,276,607.07,3e-06,-4.491,0.000204
EIHOTEL-ENGINERSIN,EIHOTEL,11158.4,10630.17,10,0.6,0.6,1,9,7.84,52.8234,0.032071,0.026345,423,597.61,2.38e-06,-4.2246,0.000598
RECLTD-SWANCORP,SWANCORP,11149.15,10611.25,10,0.8,0.8,1,9,7.56,53.7901,0.032958,0.026562,311,964.33,1.56e-06,-3.3856,0.011459
CPPLUS-KAYNES,CPPLUS,11396.6,10610.72,15,0.6667,0.6667,1,14,30.3667,52.3917,0.042617,0.041328,291,721.4,3.49e-06,-4.0388,0.00122
BLS-TBOTEK,TBOTEK,11169.8,10587.42,11,0.8182,0.8182,2,9,25.4364,52.9433,0.048684,0.03853,268,929.09,3.53e-06,-3.5229,0.007417
CPPLUS-HFCL,CPPLUS,11264.8,10582.22,13,0.7692,0.7692,0,13,35.5538,52.506,0.046673,0.037493,389,828.14,3.64e-06,-3.8137,0.00277
MANAPPURAM-SYRMA,SYRMA,11260.6,10575.3,13,0.8462,0.8462,1,12,14.9962,52.7154,0.040007,0.03383,280,957.15,2.32e-06,-3.4831,0.008431
CPPLUS-TCS,CPPLUS,11146.9,10573.27,11,0.7273,0.7273,1,10,43.8636,52.1481,0.059888,0.049453,261,1373.16,3.62e-06,-2.9533,0.039492
EMCURE-GLENMARK,EMCURE,11256.7,10571.0,13,0.6923,0.6923,6,7,27.4231,52.746,0.033866,0.029017,308,730.53,2.17e-06,-3.905,0.001998
CANHLIFE-INDHOTEL,CANHLIFE,11304.58,10554.31,14,0.8571,0.8571,3,11,2.2864,53.5904,0.040513,0.025722,427,637.99,3.56e-06,-4.7036,8.3e-05
HINDCOPPER-MPHASIS,HINDCOPPER,11130.7,10547.34,11,0.6364,0.6364,0,11,12.8136,53.0331,0.076366,0.053859,332,611.88,1.32e-05,-4.5697,0.000147
CHENNPETRO-GODFRYPHLP,CHENNPETRO,11133.1,10546.77,11,0.7273,0.6364,2,9,17.8318,53.3028,0.043214,0.03605,370,726.83,3.56e-06,-4.4498,0.000242
CPPLUS-WELCORP,CPPLUS,11175.2,10545.91,12,0.8333,0.8333,1,11,38.2417,52.4412,0.03744,0.031341,497,608.92,3.19e-06,-4.2514,0.000539
SCHNEIDER-SOBHA,SCHNEIDER,11283.35,10538.34,14,0.7143,0.7143,5,9,18.9964,53.2151,0.071726,0.065309,261,755.5,9.43e-06,-3.3188,0.014059
POWERINDIA-SCHNEIDER,SCHNEIDER,11272.7,10528.1,14,0.7143,0.7143,5,9,17.9643,53.1859,0.035515,0.027953,663,325.12,5.37e-06,-5.1517,1.1e-05
GRAVITA-TTML,TTML,11061.31,10527.24,10,0.8,0.8,1,9,0.958,53.4068,0.037801,0.031463,313,710.72,2.78e-06,-4.0162,0.001328
CPPLUS-EIDPARRY,CPPLUS,11358.0,10524.3,16,0.75,0.75,1,15,25.2875,52.1062,0.05092,0.051399,277,820.46,4.38e-06,-3.787,0.003043
ASTERDM-SAILIFE,SAILIFE,11418.05,10514.59,17,0.8235,0.8235,1,16,13.7147,53.1448,0.027771,0.023084,468,452.87,2.36e-06,-4.9898,2.3e-05
EIDPARRY-TTML,TTML,11469.23,10512.73,18,0.5556,0.5556,1,17,0.5483,53.1387,0.022231,0.018889,550,377.05,1.81e-06,-5.0691,1.6e-05
360ONE-POWERGRID,360ONE,11199.35,10510.28,13,0.7692,0.7692,2,11,18.0577,53.0052,0.031787,0.028692,358,590.99,2.37e-06,-4.3833,0.000318
AEGISLOG-JSWSTEEL,AEGISLOG,11240.55,10504.81,14,0.7143,0.7143,3,11,10.7393,52.5531,0.034831,0.026268,545,619.47,2.71e-06,-4.3538,0.000358
INDGN-LALPATHLAB,LALPATHLAB,11237.8,10498.42,14,0.7857,0.7857,1,13,22.9571,52.8131,0.029518,0.025309,438,486.11,2.48e-06,-4.5344,0.00017
BSOFT-JAINREC,JAINREC,11076.4,10496.15,11,0.4545,0.4545,0,11,10.9909,52.7499,0.05248,0.042939,266,1132.67,3.37e-06,-3.2987,0.014938
ACUTAAS-TATACONSUM,ACUTAAS,11214.2,10482.87,14,0.8571,0.8571,3,11,36.1714,52.2375,0.045696,0.048779,283,838.5,3.45e-06,-3.799,0.002918
ANANDRATHI-JWL,JWL,10964.25,10480.37,9,0.7778,0.7778,0,9,6.2611,53.7646,0.038188,0.026721,469,1183.26,1.71e-06,-2.9829,0.036525
DOMS-REDINGTON,DOMS,11155.1,10474.44,13,0.7692,0.6923,3,10,39.9923,52.3583,0.036055,0.02888,330,875.51,2.06e-06,-3.4662,0.0089
HINDCOPPER-ITC,HINDCOPPER,10892.45,10473.04,8,0.625,0.625,0,8,17.2875,52.4262,0.068449,0.048727,225,713.2,9.1e-06,-4.977,2.5e-05
ACUTAAS-SYNGENE,ACUTAAS,11154.0,10472.35,13,0.6154,0.6154,2,11,40.4385,52.4347,0.037264,0.038281,267,654.38,2.94e-06,-4.2885,0.000465
CEMPRO-IKS,IKS,11420.9,10469.82,18,0.7778,0.7222,1,17,19.5722,52.8379,0.061323,0.048693,395,865.1,6.02e-06,-3.4928,0.008174
SCHNEIDER-ZEEL,SCHNEIDER,11055.9,10469.53,11,0.8182,0.8182,2,9,21.6818,53.3059,0.057988,0.060378,353,551.78,8.44e-06,-3.764,0.003297
CPPLUS-SBICARD,CPPLUS,11099.9,10469.33,12,0.6667,0.6667,0,12,37.025,52.5472,0.071492,0.061709,267,1823.72,3.88e-06,-2.5959,0.093845
EIHOTEL-SHRIRAMFIN,EIHOTEL,10995.1,10462.3,10,0.7,0.7,2,8,7.61,53.28,0.040486,0.032673,388,899.37,2.52e-06,-3.4635,0.008975
GABRIEL-HINDPETRO,GABRIEL,11254.0,10462.1,15,0.8667,0.8667,1,14,14.2667,52.7934,0.03673,0.033625,350,605.87,3.08e-06,-4.3419,0.000376
CHENNPETRO-SAGILITY,CHENNPETRO,11257.85,10457.93,15,0.7333,0.7333,2,13,13.5267,53.3282,0.046606,0.037691,270,748.18,4.02e-06,-4.2367,0.000571
EMMVEE-TATACAP,EMMVEE,11095.75,10456.86,12,0.8333,0.8333,0,12,3.9425,53.2412,0.043622,0.0453,361,493.58,5.34e-06,-4.7077,8.1e-05
ABFRL-MOTHERSON,ABFRL,11296.04,10440.62,16,0.8125,0.8125,2,14,0.905,53.4637,0.036069,0.028643,318,613.68,2.94e-06,-4.3069,0.000432
CUB-IDEA,CUB,11288.73,10438.92,16,0.625,0.625,5,11,4.06,53.1132,0.034464,0.028981,368,604.89,2.72e-06,-4.409,0.000286
DEVYANI-EIHOTEL,EIHOTEL,11080.6,10438.21,12,0.6667,0.6667,4,8,5.9708,53.5322,0.055325,0.042075,439,984.59,4.31e-06,-3.275,0.016033
NESTLEIND-SAPPHIRE,SAPPHIRE,11015.73,10427.86,11,0.7273,0.6364,3,8,3.52,53.4432,0.031081,0.023116,447,1189.42,1.13e-06,-2.9799,0.036818
